project; merge commit ;ancestorSHA; left; right; hasIniatializationBlock;  qtd_static
voldemort;491863359fac1b2c67fe6c1a719ef4c1f569c22d;74e0d94476799fc4b2f34317dfa4b00a051469e0;aee112d9e;fd5dbeb51;src/java/voldemort/client/protocol/pb/VAdminProto.java;2
voldemort;9551750fea6b63e2b10112748bf46418bb5d9a87;d2687eb24a03f2e6e72dc964437fd8fbb5bcd837;50f243fb5;c3972b6ab;src/java/voldemort/client/protocol/pb/VAdminProto.java;2
voldemort;f3cd4f9fef530b4f10cbad1b4c884be2b551ee9b;57121fadb3ee0be0c874828327d716e60128af90;c94ab058f;e49102302;src/java/voldemort/client/protocol/pb/VAdminProto.java;2
voldemort;5bf107a36354280ad888feac0bc222a99a4f9711;d2caede35b6687082ce7339bac10549dd1804f01;75922bcd3;2b0efa0e5;contrib/hadoop-store-builder/src/java/voldemort/store/readonly/fetcher/ConfigurableSocketFactory.java;2
voldemort;08b31c046b8be4c54d73bb109685d2dbba0f3a44;73f32a47e4e5460e57cb26f8cfa1d2d1d21c77a4;f77be6f06;7763aabd2;src/java/voldemort/client/protocol/pb/VAdminProto.java;2
voldemort;25ddea3ffc1f2931b5a3e11bc0f33144d6330cd6;a48ac00617188a5ca4fae91f04d722c05fad0131;2c25d8438;a0e207d40;src/java/voldemort/client/protocol/pb/VAdminProto.java;2
